Ngày,Đài,G.8
30/04/2024,Bạc Liêu,59
30/04/2024,Bến Tre,17
30/04/2024,Vũng Tàu,88
01/05/2024,Cần Thơ,49
01/05/2024,Sóc Trăng,90
01/05/2024,Đồng Nai,82
02/05/2024,An Giang,51
02/05/2024,Bình Thuận,78
02/05/2024,Tây Ninh,90
03/05/2024,Bình Dương,91
03/05/2024,Trà Vinh,54
03/05/2024,Vĩnh Long,68
04/05/2024,Bình Phước,55
04/05/2024,Hậu Giang,73
04/05/2024,Hồ Chí Minh,60
04/05/2024,Long An,84
05/05/2024,Kiên Giang,73
05/05/2024,Tiền Giang,89
05/05/2024,Đà Lạt,81
06/05/2024,Cà Mau,94
06/05/2024,Hồ Chí Minh,20
06/05/2024,Đồng Tháp,71
07/05/2024,Bạc Liêu,76
07/05/2024,Bến Tre,74
07/05/2024,Vũng Tàu,16
08/05/2024,Cần Thơ,56
08/05/2024,Sóc Trăng,84
08/05/2024,Đồng Nai,98
09/05/2024,An Giang,20
09/05/2024,Bình Thuận,56
09/05/2024,Tây Ninh,62
10/05/2024,Bình Dương,15
10/05/2024,Trà Vinh,74
10/05/2024,Vĩnh Long,81
11/05/2024,Bình Phước,65
11/05/2024,Hậu Giang,25
11/05/2024,Hồ Chí Minh,63
11/05/2024,Long An,96
12/05/2024,Kiên Giang,36
12/05/2024,Tiền Giang,00
12/05/2024,Đà Lạt,95
13/05/2024,Cà Mau,30
13/05/2024,Hồ Chí Minh,38
13/05/2024,Đồng Tháp,64
14/05/2024,Bạc Liêu,16
14/05/2024,Bến Tre,25
14/05/2024,Vũng Tàu,18
15/05/2024,Cần Thơ,81
15/05/2024,Sóc Trăng,72
15/05/2024,Đồng Nai,78
16/05/2024,An Giang,43
16/05/2024,Bình Thuận,64
16/05/2024,Tây Ninh,54
17/05/2024,Bình Dương,72
17/05/2024,Trà Vinh,95
17/05/2024,Vĩnh Long,34
18/05/2024,Bình Phước,41
18/05/2024,Hậu Giang,39
18/05/2024,Hồ Chí Minh,18
18/05/2024,Long An,13
19/05/2024,Kiên Giang,46
19/05/2024,Tiền Giang,65
19/05/2024,Đà Lạt,30
20/05/2024,Cà Mau,65
20/05/2024,Hồ Chí Minh,85
20/05/2024,Đồng Tháp,53
21/05/2024,Bạc Liêu,15
21/05/2024,Bến Tre,53
21/05/2024,Vũng Tàu,47
22/05/2024,Cần Thơ,15
22/05/2024,Sóc Trăng,75
22/05/2024,Đồng Nai,87
23/05/2024,An Giang,16
23/05/2024,Bình Thuận,32
23/05/2024,Tây Ninh,54
24/05/2024,Bình Dương,07
24/05/2024,Trà Vinh,23
24/05/2024,Vĩnh Long,88
25/05/2024,Bình Phước,29
25/05/2024,Hậu Giang,54
25/05/2024,Hồ Chí Minh,56
25/05/2024,Long An,28
26/05/2024,Kiên Giang,40
26/05/2024,Tiền Giang,60
26/05/2024,Đà Lạt,02
27/05/2024,Cà Mau,15
27/05/2024,Hồ Chí Minh,27
27/05/2024,Đồng Tháp,45
28/05/2024,Bạc Liêu,63
28/05/2024,Bến Tre,57
28/05/2024,Vũng Tàu,67
29/05/2024,Cần Thơ,90
29/05/2024,Sóc Trăng,99
29/05/2024,Đồng Nai,83
30/05/2024,An Giang,81
30/05/2024,Bình Thuận,41
30/05/2024,Tây Ninh,79
31/05/2024,Bình Dương,90
31/05/2024,Trà Vinh,95
31/05/2024,Vĩnh Long,37
01/06/2024,Bình Phước,84
01/06/2024,Hậu Giang,84
01/06/2024,Hồ Chí Minh,10
01/06/2024,Long An,42
02/06/2024,Kiên Giang,94
02/06/2024,Tiền Giang,19
02/06/2024,Đà Lạt,90
03/06/2024,Cà Mau,32
03/06/2024,Hồ Chí Minh,18
03/06/2024,Đồng Tháp,99
04/06/2024,Bạc Liêu,43
04/06/2024,Bến Tre,74
04/06/2024,Vũng Tàu,95
05/06/2024,Cần Thơ,41
05/06/2024,Sóc Trăng,53
05/06/2024,Đồng Nai,92
06/06/2024,An Giang,88
06/06/2024,Bình Thuận,00
06/06/2024,Tây Ninh,93
07/06/2024,Bình Dương,30
07/06/2024,Trà Vinh,17
07/06/2024,Vĩnh Long,31
08/06/2024,Bình Phước,42
08/06/2024,Hậu Giang,50
08/06/2024,Hồ Chí Minh,33
08/06/2024,Long An,89
09/06/2024,Kiên Giang,14
09/06/2024,Tiền Giang,76
09/06/2024,Đà Lạt,49
10/06/2024,Cà Mau,72
10/06/2024,Hồ Chí Minh,96
10/06/2024,Đồng Tháp,69
11/06/2024,Bạc Liêu,90
11/06/2024,Bến Tre,53
11/06/2024,Vũng Tàu,14
12/06/2024,Cần Thơ,15
12/06/2024,Sóc Trăng,28
12/06/2024,Đồng Nai,68
13/06/2024,An Giang,40
13/06/2024,Bình Thuận,66
13/06/2024,Tây Ninh,70
14/06/2024,Bình Dương,91
14/06/2024,Trà Vinh,76
14/06/2024,Vĩnh Long,15
15/06/2024,Bình Phước,96
15/06/2024,Hậu Giang,29
15/06/2024,Hồ Chí Minh,61
15/06/2024,Long An,65
16/06/2024,Kiên Giang,92
16/06/2024,Tiền Giang,40
16/06/2024,Đà Lạt,20
17/06/2024,Cà Mau,10
17/06/2024,Hồ Chí Minh,00
17/06/2024,Đồng Tháp,21
18/06/2024,Bạc Liêu,68
18/06/2024,Bến Tre,66
18/06/2024,Vũng Tàu,90
19/06/2024,Cần Thơ,15
19/06/2024,Sóc Trăng,92
19/06/2024,Đồng Nai,85
20/06/2024,An Giang,98
20/06/2024,Bình Thuận,33
20/06/2024,Tây Ninh,49
21/06/2024,Bình Dương,16
21/06/2024,Trà Vinh,48
21/06/2024,Vĩnh Long,22
22/06/2024,Bình Phước,45
22/06/2024,Hậu Giang,95
22/06/2024,Hồ Chí Minh,13
22/06/2024,Long An,81
23/06/2024,Kiên Giang,41
23/06/2024,Tiền Giang,99
23/06/2024,Đà Lạt,59
24/06/2024,Cà Mau,92
24/06/2024,Hồ Chí Minh,63
24/06/2024,Đồng Tháp,94
25/06/2024,Bạc Liêu,91
25/06/2024,Bến Tre,57
25/06/2024,Vũng Tàu,89
26/06/2024,Cần Thơ,56
26/06/2024,Sóc Trăng,66
26/06/2024,Đồng Nai,25
27/06/2024,An Giang,62
27/06/2024,Bình Thuận,97
27/06/2024,Tây Ninh,61
28/06/2024,Bình Dương,99
28/06/2024,Trà Vinh,59
28/06/2024,Vĩnh Long,61
29/06/2024,Bình Phước,33
29/06/2024,Hậu Giang,64
29/06/2024,Hồ Chí Minh,84
29/06/2024,Long An,63
30/06/2024,Kiên Giang,69
30/06/2024,Tiền Giang,84
30/06/2024,Đà Lạt,04
01/07/2024,Cà Mau,18
01/07/2024,Hồ Chí Minh,51
01/07/2024,Đồng Tháp,62
02/07/2024,Bạc Liêu,76
02/07/2024,Bến Tre,66
02/07/2024,Vũng Tàu,15
03/07/2024,Cần Thơ,96
03/07/2024,Sóc Trăng,37
03/07/2024,Đồng Nai,42
04/07/2024,An Giang,70
04/07/2024,Bình Thuận,66
04/07/2024,Tây Ninh,47
05/07/2024,Bình Dương,12
05/07/2024,Trà Vinh,49
05/07/2024,Vĩnh Long,17
06/07/2024,Bình Phước,87
06/07/2024,Hậu Giang,28
06/07/2024,Hồ Chí Minh,09
06/07/2024,Long An,92
07/07/2024,Kiên Giang,27
07/07/2024,Tiền Giang,63
07/07/2024,Đà Lạt,38
08/07/2024,Cà Mau,63
08/07/2024,Hồ Chí Minh,45
08/07/2024,Đồng Tháp,84
09/07/2024,Bạc Liêu,66
09/07/2024,Bến Tre,17
09/07/2024,Vũng Tàu,92
10/07/2024,Cần Thơ,24
10/07/2024,Sóc Trăng,87
10/07/2024,Đồng Nai,53
11/07/2024,An Giang,54
11/07/2024,Bình Thuận,82
11/07/2024,Tây Ninh,37
12/07/2024,Bình Dương,31
12/07/2024,Trà Vinh,63
12/07/2024,Vĩnh Long,17
13/07/2024,Bình Phước,10
13/07/2024,Hậu Giang,58
13/07/2024,Hồ Chí Minh,83
13/07/2024,Long An,60
14/07/2024,Kiên Giang,63
14/07/2024,Tiền Giang,02
14/07/2024,Đà Lạt,74
15/07/2024,Cà Mau,19
15/07/2024,Hồ Chí Minh,51
15/07/2024,Đồng Tháp,67
16/07/2024,Bạc Liêu,35
16/07/2024,Bến Tre,38
16/07/2024,Vũng Tàu,41
17/07/2024,Cần Thơ,15
17/07/2024,Sóc Trăng,04
17/07/2024,Đồng Nai,51
18/07/2024,An Giang,07
18/07/2024,Bình Thuận,35
18/07/2024,Tây Ninh,82
19/07/2024,Bình Dương,85
19/07/2024,Trà Vinh,19
19/07/2024,Vĩnh Long,36
20/07/2024,Bình Phước,55
20/07/2024,Hậu Giang,25
20/07/2024,Hồ Chí Minh,14
20/07/2024,Long An,03
21/07/2024,Kiên Giang,87
21/07/2024,Tiền Giang,66
21/07/2024,Đà Lạt,76
22/07/2024,Cà Mau,89
22/07/2024,Hồ Chí Minh,75
22/07/2024,Đồng Tháp,66
23/07/2024,Bạc Liêu,33
23/07/2024,Bến Tre,89
23/07/2024,Vũng Tàu,62
24/07/2024,Cần Thơ,81
24/07/2024,Sóc Trăng,55
24/07/2024,Đồng Nai,69
25/07/2024,An Giang,71
25/07/2024,Bình Thuận,50
25/07/2024,Tây Ninh,63
26/07/2024,Bình Dương,88
26/07/2024,Trà Vinh,49
26/07/2024,Vĩnh Long,65
27/07/2024,Bình Phước,13
27/07/2024,Hậu Giang,00
27/07/2024,Hồ Chí Minh,23
27/07/2024,Long An,91
28/07/2024,Kiên Giang,57
28/07/2024,Tiền Giang,93
28/07/2024,Đà Lạt,06
29/07/2024,Cà Mau,46
29/07/2024,Hồ Chí Minh,56
29/07/2024,Đồng Tháp,61
30/07/2024,Bạc Liêu,00
30/07/2024,Bến Tre,34
30/07/2024,Vũng Tàu,45
31/07/2024,Cần Thơ,39
31/07/2024,Sóc Trăng,27
31/07/2024,Đồng Nai,84
01/08/2024,An Giang,98
01/08/2024,Bình Thuận,23
01/08/2024,Tây Ninh,11
02/08/2024,Bình Dương,05
02/08/2024,Trà Vinh,85
02/08/2024,Vĩnh Long,94
03/08/2024,Bình Phước,20
03/08/2024,Hậu Giang,02
03/08/2024,Hồ Chí Minh,35
03/08/2024,Long An,65
04/08/2024,Kiên Giang,47
04/08/2024,Tiền Giang,32
04/08/2024,Đà Lạt,11
05/08/2024,Cà Mau,05
05/08/2024,Hồ Chí Minh,62
05/08/2024,Đồng Tháp,03
06/08/2024,Bạc Liêu,20
06/08/2024,Bến Tre,59
06/08/2024,Vũng Tàu,77
07/08/2024,Cần Thơ,89
07/08/2024,Sóc Trăng,75
07/08/2024,Đồng Nai,19
08/08/2024,An Giang,13
08/08/2024,Bình Thuận,27
08/08/2024,Tây Ninh,98
09/08/2024,Bình Dương,74
09/08/2024,Trà Vinh,71
09/08/2024,Vĩnh Long,45
10/08/2024,Bình Phước,28
10/08/2024,Hậu Giang,77
10/08/2024,Hồ Chí Minh,34
10/08/2024,Long An,19
11/08/2024,Kiên Giang,74
11/08/2024,Tiền Giang,39
11/08/2024,Đà Lạt,52
12/08/2024,Cà Mau,06
12/08/2024,Hồ Chí Minh,32
12/08/2024,Đồng Tháp,95
13/08/2024,Bạc Liêu,05
13/08/2024,Bến Tre,16
13/08/2024,Vũng Tàu,59
14/08/2024,Cần Thơ,00
14/08/2024,Sóc Trăng,06
14/08/2024,Đồng Nai,75
15/08/2024,An Giang,76
15/08/2024,Bình Thuận,12
15/08/2024,Tây Ninh,91
16/08/2024,Bình Dương,77
16/08/2024,Trà Vinh,15
16/08/2024,Vĩnh Long,08
17/08/2024,Bình Phước,36
17/08/2024,Hậu Giang,41
17/08/2024,Hồ Chí Minh,65
17/08/2024,Long An,97
18/08/2024,Kiên Giang,43
18/08/2024,Tiền Giang,03
18/08/2024,Đà Lạt,77
19/08/2024,Cà Mau,29
19/08/2024,Hồ Chí Minh,75
19/08/2024,Đồng Tháp,66
20/08/2024,Bạc Liêu,77
20/08/2024,Bến Tre,82
20/08/2024,Vũng Tàu,61
21/08/2024,Cần Thơ,83
21/08/2024,Sóc Trăng,99
21/08/2024,Đồng Nai,15
22/08/2024,An Giang,35
22/08/2024,Bình Thuận,63
22/08/2024,Tây Ninh,03
23/08/2024,Bình Dương,57
23/08/2024,Trà Vinh,29
23/08/2024,Vĩnh Long,54
24/08/2024,Bình Phước,51
24/08/2024,Hậu Giang,28
24/08/2024,Hồ Chí Minh,26
24/08/2024,Long An,84
25/08/2024,Kiên Giang,32
25/08/2024,Tiền Giang,86
25/08/2024,Đà Lạt,38
26/08/2024,Cà Mau,34
26/08/2024,Hồ Chí Minh,60
26/08/2024,Đồng Tháp,98
27/08/2024,Bạc Liêu,77
27/08/2024,Bến Tre,32
27/08/2024,Vũng Tàu,25
28/08/2024,Cần Thơ,65
28/08/2024,Sóc Trăng,59
28/08/2024,Đồng Nai,63
29/08/2024,An Giang,25
29/08/2024,Bình Thuận,75
29/08/2024,Tây Ninh,59
30/08/2024,Bình Dương,16
30/08/2024,Trà Vinh,66
30/08/2024,Vĩnh Long,23
31/08/2024,Bình Phước,21
31/08/2024,Hậu Giang,67
31/08/2024,Hồ Chí Minh,83
31/08/2024,Long An,54
01/09/2024,Kiên Giang,78
01/09/2024,Tiền Giang,06
01/09/2024,Đà Lạt,23
02/09/2024,Cà Mau,66
02/09/2024,Hồ Chí Minh,71
02/09/2024,Đồng Tháp,98
03/09/2024,Bạc Liêu,73
03/09/2024,Bến Tre,32
03/09/2024,Vũng Tàu,16
04/09/2024,Cần Thơ,70
04/09/2024,Sóc Trăng,69
04/09/2024,Đồng Nai,84
05/09/2024,An Giang,03
05/09/2024,Bình Thuận,70
05/09/2024,Tây Ninh,34
06/09/2024,Bình Dương,02
06/09/2024,Trà Vinh,83
06/09/2024,Vĩnh Long,97
07/09/2024,Bình Phước,46
07/09/2024,Hậu Giang,74
07/09/2024,Hồ Chí Minh,93
07/09/2024,Long An,00
08/09/2024,Kiên Giang,37
08/09/2024,Tiền Giang,42
08/09/2024,Đà Lạt,40
09/09/2024,Cà Mau,58
09/09/2024,Hồ Chí Minh,59
09/09/2024,Đồng Tháp,34
10/09/2024,Bạc Liêu,98
10/09/2024,Bến Tre,65
10/09/2024,Vũng Tàu,34
11/09/2024,Cần Thơ,13
11/09/2024,Sóc Trăng,09
11/09/2024,Đồng Nai,46
12/09/2024,An Giang,17
12/09/2024,Bình Thuận,67
12/09/2024,Tây Ninh,41
13/09/2024,Bình Dương,17
13/09/2024,Trà Vinh,70
13/09/2024,Vĩnh Long,07
14/09/2024,Bình Phước,53
14/09/2024,Hậu Giang,07
14/09/2024,Hồ Chí Minh,84
14/09/2024,Long An,05
15/09/2024,Kiên Giang,10
15/09/2024,Tiền Giang,08
15/09/2024,Đà Lạt,36
16/09/2024,Cà Mau,54
16/09/2024,Hồ Chí Minh,07
16/09/2024,Đồng Tháp,21
17/09/2024,Bạc Liêu,44
17/09/2024,Bến Tre,95
17/09/2024,Vũng Tàu,58
18/09/2024,Cần Thơ,20
18/09/2024,Sóc Trăng,50
18/09/2024,Đồng Nai,81
19/09/2024,An Giang,02
19/09/2024,Bình Thuận,80
19/09/2024,Tây Ninh,87
20/09/2024,Bình Dương,90
20/09/2024,Trà Vinh,92
20/09/2024,Vĩnh Long,17
21/09/2024,Bình Phước,52
21/09/2024,Hậu Giang,67
21/09/2024,Hồ Chí Minh,45
21/09/2024,Long An,85
22/09/2024,Kiên Giang,63
22/09/2024,Tiền Giang,35
22/09/2024,Đà Lạt,21
23/09/2024,Cà Mau,49
23/09/2024,Hồ Chí Minh,68
23/09/2024,Đồng Tháp,54
24/09/2024,Bạc Liêu,14
24/09/2024,Bến Tre,18
24/09/2024,Vũng Tàu,18
25/09/2024,Cần Thơ,38
25/09/2024,Sóc Trăng,48
25/09/2024,Đồng Nai,65
26/09/2024,An Giang,18
26/09/2024,Bình Thuận,73
26/09/2024,Tây Ninh,40
27/09/2024,Bình Dương,10
27/09/2024,Trà Vinh,63
27/09/2024,Vĩnh Long,31
28/09/2024,Bình Phước,43
28/09/2024,Hậu Giang,46
28/09/2024,Hồ Chí Minh,07
28/09/2024,Long An,13
29/09/2024,Kiên Giang,81
29/09/2024,Tiền Giang,15
29/09/2024,Đà Lạt,30
30/09/2024,Cà Mau,35
30/09/2024,Hồ Chí Minh,09
30/09/2024,Đồng Tháp,63
01/10/2024,Bạc Liêu,52
01/10/2024,Bến Tre,71
01/10/2024,Vũng Tàu,33
02/10/2024,Cần Thơ,93
02/10/2024,Sóc Trăng,10
02/10/2024,Đồng Nai,71
03/10/2024,An Giang,84
03/10/2024,Bình Thuận,85
03/10/2024,Tây Ninh,95
04/10/2024,Bình Dương,42
04/10/2024,Trà Vinh,36
04/10/2024,Vĩnh Long,92
05/10/2024,Bình Phước,19
05/10/2024,Hậu Giang,62
05/10/2024,Hồ Chí Minh,98
05/10/2024,Long An,80
06/10/2024,Kiên Giang,23
06/10/2024,Tiền Giang,40
06/10/2024,Đà Lạt,45
07/10/2024,Cà Mau,85
07/10/2024,Hồ Chí Minh,92
07/10/2024,Đồng Tháp,69
08/10/2024,Bạc Liêu,97
08/10/2024,Bến Tre,00
08/10/2024,Vũng Tàu,35
09/10/2024,Cần Thơ,31
09/10/2024,Sóc Trăng,17
09/10/2024,Đồng Nai,68
10/10/2024,An Giang,87
10/10/2024,Bình Thuận,25
10/10/2024,Tây Ninh,88
11/10/2024,Bình Dương,17
11/10/2024,Trà Vinh,19
11/10/2024,Vĩnh Long,41
12/10/2024,Bình Phước,89
12/10/2024,Hậu Giang,36
12/10/2024,Hồ Chí Minh,63
12/10/2024,Long An,83
13/10/2024,Kiên Giang,34
13/10/2024,Tiền Giang,12
13/10/2024,Đà Lạt,90
14/10/2024,Cà Mau,90
14/10/2024,Hồ Chí Minh,29
14/10/2024,Đồng Tháp,65
15/10/2024,Bạc Liêu,43
15/10/2024,Bến Tre,59
15/10/2024,Vũng Tàu,04
16/10/2024,Cần Thơ,97
16/10/2024,Sóc Trăng,66
16/10/2024,Đồng Nai,19
17/10/2024,An Giang,25
17/10/2024,Bình Thuận,19
17/10/2024,Tây Ninh,81
18/10/2024,Bình Dương,18
18/10/2024,Trà Vinh,87
18/10/2024,Vĩnh Long,96
19/10/2024,Bình Phước,05
19/10/2024,Hậu Giang,90
19/10/2024,Hồ Chí Minh,93
19/10/2024,Long An,34
20/10/2024,Kiên Giang,32
20/10/2024,Tiền Giang,89
20/10/2024,Đà Lạt,76
21/10/2024,Cà Mau,96
21/10/2024,Hồ Chí Minh,19
21/10/2024,Đồng Tháp,70
22/10/2024,Bạc Liêu,96
22/10/2024,Bến Tre,39
22/10/2024,Vũng Tàu,67
23/10/2024,Cần Thơ,78
23/10/2024,Sóc Trăng,19
23/10/2024,Đồng Nai,65
24/10/2024,An Giang,75
24/10/2024,Bình Thuận,43
24/10/2024,Tây Ninh,09
25/10/2024,Bình Dương,42
25/10/2024,Trà Vinh,51
25/10/2024,Vĩnh Long,60
26/10/2024,Bình Phước,42
26/10/2024,Hậu Giang,52
26/10/2024,Hồ Chí Minh,00
26/10/2024,Long An,58
27/10/2024,Kiên Giang,42
27/10/2024,Tiền Giang,25
27/10/2024,Đà Lạt,60
28/10/2024,Cà Mau,39
28/10/2024,Hồ Chí Minh,94
28/10/2024,Đồng Tháp,03
29/10/2024,Bạc Liêu,17
29/10/2024,Bến Tre,36
29/10/2024,Vũng Tàu,21
30/10/2024,Cần Thơ,43
30/10/2024,Sóc Trăng,11
30/10/2024,Đồng Nai,21
31/10/2024,An Giang,55
31/10/2024,Bình Thuận,41
31/10/2024,Tây Ninh,13
01/11/2024,Bình Dương,25
01/11/2024,Trà Vinh,52
01/11/2024,Vĩnh Long,02
02/11/2024,Bình Phước,81
02/11/2024,Hậu Giang,44
02/11/2024,Hồ Chí Minh,12
02/11/2024,Long An,10
03/11/2024,Kiên Giang,13
03/11/2024,Tiền Giang,01
03/11/2024,Đà Lạt,39
04/11/2024,Cà Mau,48
04/11/2024,Hồ Chí Minh,51
04/11/2024,Đồng Tháp,19
05/11/2024,Bạc Liêu,33
05/11/2024,Bến Tre,65
05/11/2024,Vũng Tàu,36
06/11/2024,Cần Thơ,22
06/11/2024,Sóc Trăng,25
06/11/2024,Đồng Nai,24
07/11/2024,An Giang,38
07/11/2024,Bình Thuận,37
07/11/2024,Tây Ninh,90
08/11/2024,Bình Dương,50
08/11/2024,Trà Vinh,98
08/11/2024,Vĩnh Long,67
09/11/2024,Bình Phước,88
09/11/2024,Hậu Giang,39
09/11/2024,Hồ Chí Minh,83
09/11/2024,Long An,67
10/11/2024,Kiên Giang,76
10/11/2024,Tiền Giang,00
10/11/2024,Đà Lạt,81
11/11/2024,Cà Mau,00
11/11/2024,Hồ Chí Minh,08
11/11/2024,Đồng Tháp,14
12/11/2024,Bạc Liêu,74
12/11/2024,Bến Tre,65
12/11/2024,Vũng Tàu,69
13/11/2024,Cần Thơ,49
13/11/2024,Sóc Trăng,51
13/11/2024,Đồng Nai,33
14/11/2024,An Giang,72
14/11/2024,Bình Thuận,02
14/11/2024,Tây Ninh,91
15/11/2024,Bình Dương,01
15/11/2024,Trà Vinh,63
15/11/2024,Vĩnh Long,95
16/11/2024,Bình Phước,70
16/11/2024,Hậu Giang,86
16/11/2024,Hồ Chí Minh,27
16/11/2024,Long An,87
17/11/2024,Kiên Giang,26
17/11/2024,Tiền Giang,48
17/11/2024,Đà Lạt,98
18/11/2024,Cà Mau,16
18/11/2024,Hồ Chí Minh,28
18/11/2024,Đồng Tháp,78
19/11/2024,Bạc Liêu,36
19/11/2024,Bến Tre,65
19/11/2024,Vũng Tàu,01
20/11/2024,Cần Thơ,99
20/11/2024,Sóc Trăng,52
20/11/2024,Đồng Nai,85
21/11/2024,An Giang,10
21/11/2024,Bình Thuận,80
21/11/2024,Tây Ninh,14
22/11/2024,Bình Dương,81
22/11/2024,Trà Vinh,53
22/11/2024,Vĩnh Long,30
23/11/2024,Bình Phước,97
23/11/2024,Hậu Giang,68
23/11/2024,Hồ Chí Minh,04
23/11/2024,Long An,30
24/11/2024,Kiên Giang,96
24/11/2024,Tiền Giang,80
24/11/2024,Đà Lạt,65
25/11/2024,Cà Mau,60
25/11/2024,Hồ Chí Minh,77
25/11/2024,Đồng Tháp,14
26/11/2024,Bạc Liêu,54
26/11/2024,Bến Tre,57
26/11/2024,Vũng Tàu,13
27/11/2024,Cần Thơ,78
27/11/2024,Sóc Trăng,72
27/11/2024,Đồng Nai,57
28/11/2024,An Giang,69
28/11/2024,Bình Thuận,65
28/11/2024,Tây Ninh,50
29/11/2024,Bình Dương,20
29/11/2024,Trà Vinh,84
29/11/2024,Vĩnh Long,85
30/11/2024,Bình Phước,05
30/11/2024,Hậu Giang,37
30/11/2024,Hồ Chí Minh,35
30/11/2024,Long An,36
01/12/2024,Kiên Giang,03
01/12/2024,Tiền Giang,03
01/12/2024,Đà Lạt,53
02/12/2024,Cà Mau,65
02/12/2024,Hồ Chí Minh,32
02/12/2024,Đồng Tháp,10
03/12/2024,Bạc Liêu,06
03/12/2024,Bến Tre,62
03/12/2024,Vũng Tàu,02
04/12/2024,Cần Thơ,63
04/12/2024,Sóc Trăng,05
04/12/2024,Đồng Nai,92
05/12/2024,An Giang,42
05/12/2024,Bình Thuận,02
05/12/2024,Tây Ninh,23
06/12/2024,Bình Dương,74
06/12/2024,Trà Vinh,31
06/12/2024,Vĩnh Long,56
07/12/2024,Bình Phước,89
07/12/2024,Hậu Giang,51
07/12/2024,Hồ Chí Minh,18
07/12/2024,Long An,53
08/12/2024,Kiên Giang,78
08/12/2024,Tiền Giang,05
08/12/2024,Đà Lạt,96
09/12/2024,Cà Mau,75
09/12/2024,Hồ Chí Minh,42
09/12/2024,Đồng Tháp,98
10/12/2024,Bạc Liêu,29
10/12/2024,Bến Tre,43
10/12/2024,Vũng Tàu,98
11/12/2024,Cần Thơ,07
11/12/2024,Sóc Trăng,43
11/12/2024,Đồng Nai,26
12/12/2024,An Giang,86
12/12/2024,Bình Thuận,47
12/12/2024,Tây Ninh,58
13/12/2024,Bình Dương,15
13/12/2024,Trà Vinh,01
13/12/2024,Vĩnh Long,85
14/12/2024,Bình Phước,02
14/12/2024,Hậu Giang,00
14/12/2024,Hồ Chí Minh,79
14/12/2024,Long An,12
15/12/2024,Kiên Giang,98
15/12/2024,Tiền Giang,45
15/12/2024,Đà Lạt,58
16/12/2024,Cà Mau,13
16/12/2024,Hồ Chí Minh,63
16/12/2024,Đồng Tháp,60
17/12/2024,Bạc Liêu,12
17/12/2024,Bến Tre,03
17/12/2024,Vũng Tàu,02
18/12/2024,Cần Thơ,68
18/12/2024,Sóc Trăng,26
18/12/2024,Đồng Nai,22
19/12/2024,An Giang,30
19/12/2024,Bình Thuận,95
19/12/2024,Tây Ninh,47
20/12/2024,Bình Dương,00
20/12/2024,Trà Vinh,58
20/12/2024,Vĩnh Long,56
21/12/2024,Bình Phước,81
21/12/2024,Hậu Giang,60
21/12/2024,Hồ Chí Minh,32
21/12/2024,Long An,23
22/12/2024,Kiên Giang,81
22/12/2024,Tiền Giang,56
22/12/2024,Đà Lạt,72
23/12/2024,Cà Mau,20
23/12/2024,Hồ Chí Minh,20
23/12/2024,Đồng Tháp,01
24/12/2024,Bạc Liêu,54
24/12/2024,Bến Tre,51
24/12/2024,Vũng Tàu,83
25/12/2024,Cần Thơ,23
25/12/2024,Sóc Trăng,10
25/12/2024,Đồng Nai,18
26/12/2024,An Giang,38
26/12/2024,Bình Thuận,03
26/12/2024,Tây Ninh,17
27/12/2024,Bình Dương,43
27/12/2024,Trà Vinh,80
27/12/2024,Vĩnh Long,00
28/12/2024,Bình Phước,10
28/12/2024,Hậu Giang,46
28/12/2024,Hồ Chí Minh,02
28/12/2024,Long An,85
29/12/2024,Kiên Giang,21
29/12/2024,Tiền Giang,16
29/12/2024,Đà Lạt,81
30/12/2024,Cà Mau,11
30/12/2024,Hồ Chí Minh,18
30/12/2024,Đồng Tháp,77
31/12/2024,Bạc Liêu,76
31/12/2024,Bến Tre,91
31/12/2024,Vũng Tàu,95
01/01/2025,Cần Thơ,20
01/01/2025,Sóc Trăng,34
01/01/2025,Đồng Nai,18
02/01/2025,An Giang,82
02/01/2025,Bình Thuận,42
02/01/2025,Tây Ninh,93
03/01/2025,Bình Dương,99
03/01/2025,Trà Vinh,36
03/01/2025,Vĩnh Long,95
04/01/2025,Bình Phước,51
04/01/2025,Hậu Giang,16
04/01/2025,Hồ Chí Minh,15
04/01/2025,Long An,35
05/01/2025,Kiên Giang,86
05/01/2025,Tiền Giang,80
05/01/2025,Đà Lạt,29
06/01/2025,Cà Mau,30
06/01/2025,Hồ Chí Minh,66
06/01/2025,Đồng Tháp,04
07/01/2025,Bạc Liêu,58
07/01/2025,Bến Tre,05
07/01/2025,Vũng Tàu,95
08/01/2025,Cần Thơ,29
08/01/2025,Sóc Trăng,06
08/01/2025,Đồng Nai,99
09/01/2025,An Giang,77
09/01/2025,Bình Thuận,03
09/01/2025,Tây Ninh,82
10/01/2025,Bình Dương,09
10/01/2025,Trà Vinh,75
10/01/2025,Vĩnh Long,39
11/01/2025,Bình Phước,85
11/01/2025,Hậu Giang,14
11/01/2025,Hồ Chí Minh,88
11/01/2025,Long An,90
12/01/2025,Kiên Giang,33
12/01/2025,Tiền Giang,43
12/01/2025,Đà Lạt,56
13/01/2025,Cà Mau,42
13/01/2025,Hồ Chí Minh,29
13/01/2025,Đồng Tháp,08
14/01/2025,Bạc Liêu,14
14/01/2025,Bến Tre,71
14/01/2025,Vũng Tàu,58
15/01/2025,Cần Thơ,71
15/01/2025,Sóc Trăng,92
15/01/2025,Đồng Nai,70
16/01/2025,An Giang,89
16/01/2025,Bình Thuận,13
